"l_office_no","l_office_name","gu_name","r_holder_no","x_value","y_value"
739,신월사거리,양천구,15,37.5362,126.828
736,오솔길공원,양천구,10,37.5222,126.837
720,서울강월초등학교 앞,양천구,10,37.5162,126.835
733,신정이펜하우스314동,양천구,10,37.5141,126.831
724,계남공원 입구 주출입구 좌측,양천구,15,37.5107,126.857
716,정6동 주민센터 인근,양천구,15,37.5173,126.864
729,서부식자재마트 건너편,양천구,10,37.5104,126.867
752,성원2차 아파트,양천구,10,37.5422,126.863
764,목동청소년수련관,양천구,30,37.531,126.876
750,연의근린공원 건너편,양천구,10,37.5122,126.836
759,보아스아파트 앞,양천구,10,37.5241,126.839
710,서부화물트럭터미널 사거리,양천구,12,37.5107,126.843
747,목동3단지 상가,양천구,10,37.5346,126.876
758,한사랑교회 앞,양천구,10,37.5147,126.859
707,신정3동주민센터,양천구,10,37.5152,126.855
744,신목동역 2번 출구,양천구,10,37.5438,126.883
755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),양천구,10,37.5379,126.881
703,오목교역 7번출구 앞,양천구,12,37.5241,126.876
741,화곡로 입구 교차로,양천구,10,37.5395,126.825
749,이대 목동병원 앞,양천구,10,37.5372,126.887
701,목동사거리 부근,양천구,8,37.5328,126.864
735,영도초등학교,양천구,10,37.5364,126.872
726,목동3단지 시내버스정류장,양천구,15,37.5344,126.87
719,홍익병원앞 교차로,양천구,10,37.5304,126.864
732,신월동 이마트,양천구,10,37.5396,126.828
723,SBS방송국,양천구,15,37.5292,126.873
714,한국SGI 양천문화회관 앞,양천구,10,37.5325,126.831
763,목동11단지 아파트,양천구,10,37.5113,126.859
712,강월초교입구 사거리,양천구,14,37.517,126.838
709,신정3동 현장민원실 앞,양천구,20,37.5116,126.842
746,목동2단지 상가,양천구,10,37.5365,126.878
757,신정이펜하우스 1단지아파트 입구 사거리,양천구,10,37.5143,126.829
706,신정네거리역,양천구,15,37.5219,126.852
743,현대6차아파트 101동 옆,양천구,10,37.5089,126.843
754,목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆),양천구,10,37.5411,126.877
702,목4동주민센터 옆,양천구,16,37.5325,126.869
740,으뜸공원,양천구,10,37.5364,126.832
700,KB국민은행 염창역 지점 앞,양천구,20,37.5468,126.873
737,장수공원,양천구,10,37.5226,126.849
734,신트리공원 입구,양천구,10,37.514,126.856
253,신풍역 5번출구 인근,영등포구,10,37.5006,126.91
271,샛강생태공원방문자센터 앞,영등포구,10,37.519,126.922
206,KBS 앞,영등포구,35,37.5247,126.918
220,미성아파트 A동 앞,영등포구,30,37.5194,126.926
267,삼성화재 사옥 옆,영등포구,10,37.536,126.898
249,여의도중학교 옆,영등포구,8,37.5241,126.937
207,여의나루역 1번출구 앞,영등포구,40,37.527,126.932
286,우성아파트 교차로,영등포구,8,37.4946,126.9
265,영등포유통상가 사거리,영등포구,15,37.5211,126.897
245,삼성생명 당산사옥 앞,영등포구,10,37.5283,126.897
262,영문초등학교 사거리,영등포구,12,37.5199,126.889
242,신길선원가와인아파트 앞,영등포구,15,37.5109,126.91
205,산업은행 앞,영등포구,20,37.5263,126.921
239,유스호스텔 앞,영등포구,20,37.5259,126.903
213,KT앞,영등포구,15,37.5219,126.919
282,신한은행,영등포구,10,37.4875,126.905
223,진주아파트상가 앞,영등포구,20,37.5193,126.933
236,문래동자이아파트 앞,영등포구,10,37.5162,126.895
292,영일 어린이공원,영등포구,10,37.5101,126.904
216,삼부아파트1동 앞,영등포구,10,37.5235,126.933
280,양평동6차현대아파트 앞,영등포구,10,37.5321,126.894
233,YP 센터 앞,영등포구,10,37.5285,126.892
289,대림3동사거리,영등포구,10,37.4998,126.898
276,SK 영등포주유소,영등포구,10,37.5183,126.913
222,시범아파트버스정류장 옆,영등포구,12,37.5203,126.939
212,여의도역 1번출구 옆,영등포구,35,37.5214,126.923
274,영등포역지하쇼핑센타 5번출구,영등포구,10,37.5167,126.908
227,양평2나들목 보행통로 입구,영등포구,10,37.5447,126.888
259,대방역6번출구,영등포구,17,37.5136,126.926
256,동아에코빌입구,영등포구,10,37.5095,126.899
252,보라매역4번출구,영등포구,10,37.5,126.92
224,롯데캐슬 앞,영등포구,20,37.5201,126.932
270,증권거래소후문교차로,영등포구,10,37.5223,126.927
251,서울지방병무청 버스정류장,영등포구,10,37.5045,126.922
266,영등포청과시장 사거리,영등포구,10,37.5203,126.901
248,초원아파트 앞,영등포구,10,37.5311,126.924
285,대림3동사거리(하나은행),영등포구,8,37.4999,126.897
264,교보생명보험 앞,영등포구,15,37.5219,126.892
244,영등포삼환아파트 앞,영등포구,20,37.5301,126.906
217,NH농협은행 앞,영등포구,10,37.5221,126.93
283,아크로타워 스퀘어(영등포시장),영등포구,15,37.5225,126.907
210,IFC몰,영등포구,21,37.5261,126.926
260,여의도 마리나선착장 앞,영등포구,15,37.5338,126.912
